,_id,bsfile,lot_no,recipe,sst,PM2_Conf_Ring_Pos_Mon,PM2_Conf_Ring_Pos_Mon_std,PM2_DC_Bias_Comp,PM2_DC_Bias_Comp_std,PM2_Gas_01_Flow_Mon,PM2_Gas_01_Flow_Mon_std,PM2_Gas_02_Flow_Mon,PM2_Gas_02_Flow_Mon_std,PM2_Gas_03_Flow_Mon,PM2_Gas_03_Flow_Mon_std,PM2_Gas_07_Flow_Mon,PM2_Gas_07_Flow_Mon_std,PM2_Gas_09_Flow_In,PM2_Gas_09_Flow_In_std,PM2_Gas_09_Pressure_Mon,PM2_Gas_09_Pressure_Mon_std,PM2_LWIND_01,PM2_LWIND_01_std,PM2_LWIND_07,PM2_LWIND_07_std,PM2_ProcChm_Bot_Elec_Temp_Mon,PM2_ProcChm_Bot_Elec_Temp_Mon_std,PM2_ProcChm_ESC_Voltage_In,PM2_ProcChm_ESC_Voltage_In_std,PM2_ProcChm_Pressure_Mon,PM2_ProcChm_Pressure_Mon_std,PM2_RF_27MHz_FwdPwr_In,PM2_RF_27MHz_FwdPwr_In_std,PM2_RF_27MHz_Match_LoadCap_Mon,PM2_RF_27MHz_Match_LoadCap_Mon_std,PM2_RF_27MHz_Match_TuneCap_Mon,PM2_RF_27MHz_Match_TuneCap_Mon_std,PM2_RF_27MHz_RevPwr_In,PM2_RF_27MHz_RevPwr_In_std,PM2_RF_2MHz_FwdPwr_In,PM2_RF_2MHz_FwdPwr_In_std,PM2_RF_2MHz_RevPwr_In,PM2_RF_2MHz_RevPwr_In_std,PM2_Upper_Electrode_Temp_Mon,PM2_Upper_Electrode_Temp_Mon_std,step_time,tool,wafer_no,step_time_std
0,LRC12B-1527282382.00,18052520.43,F18244.1,C3_SC_VIA,2018-05-25 21:06:22.020,77.25124980988589,0.8557192161338038,-479.8294790874525,8.482455211697571,179.98948669201525,0.1396492840373561,5.99955125475285,0.0005804140596638407,19.99710152091257,0.001865004544980827,5.9990596197718835,0.0049751625705061146,26.569044866920176,0.09300835246433764,15.02016235741443,0.013228808105306678,636.7458098859315,10.233417785589051,2309.140874524715,71.17893953411865,22.147629277566597,0.9344245481173336,698.4649011406841,0.5576088995398185,61.70026730038026,1.347888346139796,998.1254752851711,0.37507920583043497,468.10266159695817,2.5787062091852584,710.2509505703422,4.0575239988648955,4.832699619771863,0.8349219081048497,1439.3155893536123,0.9507050088918866,0.06844106463878327,0.7833380833401865,35.62207984790863,0.22188682920358552,136.21,LRC12B,10,0
1,LRC12B-1527282744.00,18052520.43,F18244.1,C3_SC_VIA,2018-05-25 21:12:23.620,77.07203221757322,0.8964556960888268,-480.67671966527206,8.2825041975496,179.97553556485371,0.024782028567280647,5.999647698744774,0.0005244133749773639,19.99662259414231,0.001967934112393866,5.999636150627599,0.004854185518997724,26.699474895397497,0.10411658117876278,15.019072803347278,0.012985394707965902,634.2029288702932,9.434395647545024,2297.607112970711,73.91021652204707,22.061679916318024,0.8649599566279014,698.4852552301254,0.5338685885852328,61.529197489539705,1.1314375778622137,998.0627615062762,0.24304249209916617,468.5188284518828,1.9721434740434551,710.4518828451883,3.1657281429858677,5.041841004184101,0.7491776723168857,1439.1673640167364,0.8334030654227973,0.04602510460251046,0.7115308500884661,35.36412301255224,0.20495180949700345,123.21000000000001,LRC12B,11,0
2,LRC12B-1527283052.00,18052520.43,F18244.1,C3_SC_VIA,2018-05-25 21:17:32.130,76.34424274809165,0.8303586218301053,-492.23895419847327,9.24828968830514,179.97336641221375,0.030987503625642114,5.999629618320603,0.0003377827286443704,19.996604580152727,0.0018604725883956058,6.0002262213740565,0.004306366915638897,26.587209923664126,0.08664355868324276,15.018841603053433,0.014407338557725859,635.3902022900762,9.882769952789555,2298.329007633585,78.13609705750247,22.231716030534386,0.8627302332117469,698.3959427480914,0.5192401246576652,61.045812595419825,1.42075969205248,998.1030534351145,0.3288057879294484,469.31297709923666,2.186983329558028,713.0458015267176,3.5962146881215666,4.587786259541985,0.6878277095111796,1439.3969465648854,0.8899557810098673,0.061068702290076333,0.6976229502406899,35.83691832061072,0.20373557567878792,134.70000000000002,LRC12B,12,0
3,LRC12B-1527283806.00,18052520.43,F20485.1,C3_SC_VIA,2018-05-25 21:30:05.920,79.26227626459148,0.49009868667097684,-483.9899805447472,8.683829350639263,179.97947470817147,0.042855775828781736,5.9998335797665225,0.00065732265495267,19.997229961089527,0.0017330645946139179,5.999966887159533,0.01298241290977427,27.325401167315174,0.1200699270485486,15.019811284046682,0.013363338560606841,640.5935136186763,8.081344269607088,2308.1682879377445,63.142574856885275,21.90981673151754,0.9738165625879031,698.460894941634,0.5253902053006698,61.53868249027241,0.8873207655968562,998.1789883268483,0.49908720181894395,474.4941634241245,1.9825816159273772,710.2568093385214,2.567107582944714,3.922178988326848,1.1599494529776018,1439.8599221789884,0.8266961693515043,0.058365758754863814,0.7074506211199175,32.68360544747082,0.5550925066218327,134.21,LRC12B,1,0
4,LRC12B-1527284212.00,18052520.43,F20485.1,C3_SC_VIA,2018-05-25 21:36:51.530,78.45109291338582,0.6454079416732306,-479.2524685039372,8.897813248530515,179.98665748031493,0.08639021685543888,5.999430984251984,0.0004587741611905116,19.99738307086618,0.002358264589983999,6.000433582677168,0.0018075446186675097,27.26962125984252,0.14109139477877444,15.019094881889758,0.012530399926499394,637.2598622047242,9.602076638490754,2294.1783464566906,75.80798936134605,22.00391811023623,0.896178962304431,698.4418818897635,0.5271327410683656,61.409432677165356,0.5024527869931937,998.0905511811023,0.3009689414113886,470.4803149606299,1.5417786233219397,711.6102362204724,1.6229741227966668,4.488188976377953,1.2084429058242223,1440.3110236220473,0.5978523283843757,0.49606299212598426,0.5009716369182445,34.134462204724414,0.288983668023044,133.83,LRC12B,2,0
5,LRC12B-1527284586.00,18052520.43,F20485.1,C3_SC_VIA,2018-05-25 21:43:05.630,77.74754453781506,0.7361349609333974,-484.96049579831913,5.975061628655109,179.98713445378135,0.06376882356260154,5.999613907563027,0.0005125861704494515,19.997473529411785,0.0018933408011841569,5.999143655462185,0.0020310888765027184,27.16707857142856,0.11969741881312516,15.01990042016806,0.012842103413221641,637.0991428571431,10.390786155681257,2294.7620588235286,67.5891438955742,21.869591596638646,0.965194801052991,698.4705840336134,0.511594198276598,61.31786470588234,0.8915829018193306,998.1176470588235,0.34802566926609074,473.39495798319325,1.3166796713236646,710.3655462184873,1.153233353983928,3.9411764705882355,1.0775352218747838,1439.1554621848738,0.3631083526706462,0.0,0.0,34.63978319327733,0.20953000120294332,123.21000000000001,LRC12B,3,0
6,LRC12B-1527284944.00,18052520.43,F20485.1,C3_SC_VIA,2018-05-25 21:49:03.730,77.87932769230773,0.8233422540707389,-483.72960384615374,7.5119680243737506,179.97707692307688,0.01843683378228638,5.999497230769206,0.0003384977381612861,19.99726384615388,0.002267684814166531,5.999304730769241,0.007059452679068714,27.235252307692296,0.13540930071647006,15.01906615384615,0.013530477844844966,638.1956576923076,10.627274681702788,2301.590807692308,66.28790375541516,22.034913461538444,0.938388809405408,698.4674615384619,0.49890125072448444,61.66630884615382,1.2992276940115974,998.1153846153846,0.35444481323774796,469.64230769230767,1.8638344411129082,711.3692307692307,3.5437442004358415,4.530769230769231,0.9601195351775308,1442.5423076923078,0.6168002354424763,2.6384615384615384,0.5488330358293863,34.73103653846148,0.2654553424831202,134.21,LRC12B,4,0
7,LRC12B-1527285319.00,18052520.43,F20485.1,C3_SC_VIA,2018-05-25 21:55:18.920,77.66980645161293,0.70492419154733,-483.1298225806453,6.974609971302769,179.9690887096771,0.020544811138693372,5.999673911290314,0.0003558584650662274,19.997166532258102,0.001923593358241181,5.99965717741934,0.00922414224185377,27.16592177419357,0.124310746233899,15.018572983870962,0.012590911347092476,637.031274193549,9.02520156029042,2298.4522580645144,65.06705780250665,22.001519354838745,0.9493826050639276,698.4507661290322,0.5070998050575626,61.61608548387091,1.0428185316294882,998.116935483871,0.357730537585498,469.5403225806452,1.547620315342117,711.1209677419355,2.7576694435862796,4.387096774193548,1.0315640216088438,1441.7459677419354,0.5655278346365212,1.7862903225806452,0.5156395623752459,34.80607903225809,0.2116547933366435,128.21,LRC12B,5,0
8,LRC12B-1527285685.00,18052520.43,F20485.1,C3_SC_VIA,2018-05-25 22:01:25.020,77.76538697318013,0.6763704538982849,-481.63165900383143,7.548723690045835,179.9780651340995,0.06599650027785954,5.999629118773957,0.0005636436999145615,19.996483908046006,0.0020182364862893487,5.999064789272029,0.0018520073448622112,27.259274712643677,0.1114861601121468,15.01904367816091,0.013902642536439662,637.7405708812263,9.222028952446655,2301.2440613026833,65.88092982200308,22.043487356321844,0.982298404544307,698.4869731800765,0.5155681660976401,61.805995402298905,1.268940653147162,998.1187739463602,0.32414388817572426,468.9310344827586,2.04258379047578,711.1570881226054,3.3835344441148933,4.5440613026819925,1.0574703033094468,1450.766283524904,0.8520186324687032,10.923371647509578,0.9082261514161122,34.842698850574685,0.26032303209117175,134.21,LRC12B,6,0
9,LRC12B-1527286062.00,18052520.43,F20485.1,C3_SC_VIA,2018-05-25 22:07:41.620,77.58289263565888,0.8123116692022931,-482.2508798449612,7.570273099349636,179.97762403100785,0.04115551463952179,5.999717441860453,0.0005171882663328033,19.99700000000001,0.002427324991580955,5.999525620155041,0.006163783500887788,27.014798062015508,0.11128020770370375,15.019644573643408,0.012570807607433676,637.6966279069769,9.030630227431079,2300.827131782943,66.38895464709687,22.0642096899225,0.9850599542988834,698.4694341085276,0.5424863332025167,61.6180310077519,1.035892858573388,998.1240310077519,0.41391651140324276,469.6744186046512,1.3789004286683257,711.2480620155038,2.764508266804305,4.6395348837209305,0.8631602963656113,1441.5968992248063,0.49147407664620263,1.6356589147286822,0.4821802704064592,34.88304108527131,0.24196913190674788,132.71,LRC12B,7,0
